19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  0SPAIN_LOPD_LOG_I            |D      |0COUNTRY_SPAIN              |0SPAIN_LOPD_LOG_I            |SAP         |SAP        |20,060,119,130,035 |7.0/03 |20,060,119,130,035 |       |         |         |LOPD Logs: Pos. Data|LOPD Logs: Position Data                |LOPD Logs: Position Data                                    |
|  0SPL_ALERT_DATA_1            |D      |0SPL                        |0SPL_ALERT_DATA_1            |SAP         |SAP        |20,051,028,141,435 |7.0/03 |20,051,028,141,435 |       |         |         |Supplier Alert Data |Supplier Alert Data                     |Supplier Alert Data                                         |
|  0SPL_CONF_DATA_1             |D      |0SPL                        |0SPL_CONF_DATA_1             |SAP         |SAP        |20,051,027,173,404 |7.0/03 |20,051,027,173,404 |       |         |         |Supplier Confirmatio|Supplier Confirmation Data              |Supplier Confirmation Data                                  |
|  0SPL_DELIVERY_DATA_1         |D      |0SPL                        |0SPL_DELIVERY_DATA_1         |SAP         |SAP        |20,051,027,161,253 |7.0/03 |20,051,027,161,253 |       |         |         |ASN/Delivery Data   |ASN/Delivery Data                       |ASN/Delivery Data                                           |
|  0SPL_INB_CRITICAL_1          |D      |0SPL_INB                    |0SPL_INB_CRITICAL_1          |SAP         |SAP        |20,040,830,171,502 |3.5/03 |20,040,830,171,502 |       |         |         |Inbound Critical Par|Inbound Critical Parts                  |Inbound Critical Parts                                      |
|  0SPL_INB_DETAIL_1            |D      |0SPL_INB                    |0SPL_INB_DETAIL_1            |SAP         |SAP        |20,070,613,154,002 |7.0/03 |20,070,613,154,002 |       |         |         |Inbound Details     |Inbound Details                         |Inbound Details                                             |
|  0SPL_PO_DATA_1               |D      |0SPL                        |0SPL_PO_DATA_1               |SAP         |SAP        |20,080,109,155,045 |7.0/03 |20,080,109,155,045 |       |         |         |Purchase Order Data |Purchase Order Data                     |Purchase Order Data                                         |
|  0SPL_SCH_DATA_1              |D      |0SPL                        |0SPL_SCH_DATA_1              |SAP         |SAP        |20,051,027,170,638 |7.0/03 |20,051,027,170,638 |       |         |         |Scheduling Agreement|Scheduling Agreement Data               |Scheduling Agreement Data                                   |
|  0SPL_SDPR_ASN2CONF_1         |D      |0SPL_SDPR                   |0SPL_SDPR_ASN2CONF_1         |SAP         |SAP        |20,050,712,154,003 |7.0/02 |20,050,712,154,003 |       |         |         |Offsetting ASNs agai|Offsetting ASNs against Confirmations   |Offsetting ASNs against Confirmations                       |
|  0SPL_SDPR_ASN2PO_1           |D      |0SPL_SDPR                   |0SPL_SDPR_ASN2PO_1           |SAP         |SAP        |20,061,207,154,933 |7.0/03 |20,061,207,154,933 |       |         |         |Offsetting ASNs agai|Offsetting ASNs against Purchase Orders |Offsetting ASNs against Purchase Orders                     |
|  0SPL_SDPR_ASN2SCH_1          |D      |0SPL_SDPR                   |0SPL_SDPR_ASN2SCH_1          |SAP         |SAP        |20,061,207,155,226 |7.0/03 |20,061,207,155,226 |       |         |         |Offsetting ASNs agai|Offsetting ASNs against Schedules       |Offsetting ASNs against Schedules                           |
|  0SPL_SFA_SRVDATABASE_1       |D      |0SPL_SFA                    |0SPL_SFA_SRVDATABASE_1       |SAP         |SAP        |20,050,704,134,452 |7.0/02 |20,050,704,134,452 |       |         |         |Service Fill Data Ba|Service Fill Data Basis                 |Service Fill Data Basis                                     |
|  0SPL_SFA_SRVFILL_1           |D      |0SPL_SFA                    |0SPL_SFA_SRVFILL_1           |SAP         |SAP        |20,080,115,143,638 |7.0/03 |20,080,115,143,638 |       |         |         |Service Fill Monitor|Service Fill Monitor                    |Service Fill Monitor                                        |
|  0SPL_SFA_SRVFIXREC_1         |D      |0SPL_SFA                    |0SPL_SFA_SRVFIXREC_1         |SAP         |SAP        |20,050,520,092,134 |7.0/02 |20,050,520,092,134 |       |         |         |Fixed Receipt       |Fixed Receipt                           |Fixed Receipt                                               |
|  0SPL_SFA_SRVFSUPPL_1         |D      |0SPL_SFA                    |0SPL_SFA_SRVFSUPPL_1         |SAP         |SAP        |20,050,629,160,705 |7.0/02 |20,050,629,160,705 |       |         |         |Service Loss Due to |Service Loss Due to Overdue Schedule    |Service Loss Due to Overdue Schedule                        |
|  0SPL_SFA_SRVLOSS_1           |D      |0SPL_SFA                    |0SPL_SFA_SRVLOSS_1           |SAP         |SAP        |20,050,614,101,516 |7.0/02 |20,050,614,101,516 |       |         |         |Service Loss Analysi|Service Loss Analysis                   |Service Loss Analysis                                       |
|  0SPL_SFA_SRVSCHCHG_1         |D      |0SPL_SFA                    |0SPL_SFA_SRVSCHCHG_1         |SAP         |SAP        |20,050,823,154,027 |7.0/02 |20,050,823,154,027 |       |         |         |Schedule Change     |Schedule Change                         |Schedule Change                                             |
|  0SPL_SFA_SRVSCHREV_1         |D      |0SPL_SFA                    |0SPL_SFA_SRVSCHREV_1         |SAP         |SAP        |20,051,005,093,735 |7.0/03 |20,051,005,093,735 |       |         |         |No Analyst Review   |No Analyst Review                       |No Analyst Review                                           |
|  0SPL_SUPPLAUTH_DATA_1        |D      |0SPL                        |0SPL_SUPPLAUTH_DATA_1        |SAP         |SAP        |20,040,615,083,541 |3.5/03 |20,040,615,083,541 |       |         |         |Authorization Values|Authorization Values for Supplier Users |Authorization Values for Supplier Users                     |
|  0SRM_GLSPEND_CHANGEORDER     |D      |0GLSPEND                    |0SRM_GLSPEND_CHANGEORDER     |SAP         |SAP        |20,020,909,112,404 |3.1/01 |20,020,909,112,404 |       |         |         |PO Change Documents |Purchase Order Change Documents         |Purchase Order Change Documents                             |
|  0SRM_GLSPEND_INVOICE         |D      |0GLSPEND                    |0SRM_GLSPEND_INVOICE         |SAP         |SAP        |20,021,003,130,826 |3.1/01 |20,021,003,130,826 |       |         |         |Invoice Documents   |Invoice Documents                       |Invoice Documents                                           |
|  0SRM_GLSPEND_ORDER           |D      |0GLSPEND                    |0SRM_GLSPEND_ORDER           |SAP         |SAP        |20,020,927,120,456 |3.1/01 |20,020,927,120,456 |       |         |         |Order Documents     |Purchase Order Documents                |Purchase Order Documents                                    |
|  0SRM_QUOT_ATTR_1             |D      |0BBP_BID                    |0SRM_QUOT_ATTR_1             |SAP         |SAP        |20,030,604,085,251 |3.3/01 |20,030,604,085,251 |       |         |         |Attributes of Bid   |Attributes of Bid                       |Attributes of Bid                                           |
|  0SRM_TD_CF                   |D      |0SRM_PROC                   |0SRM_TD_CF                   |SAP         |SAP        |20,050,621,142,727 |7.0/02 |20,050,621,142,727 |       |         |         |Confirmations       |Confirmations                           |Confirmations                                               |
|  0SRM_TD_IV                   |D      |0SRM_PROC                   |0SRM_TD_IV                   |SAP         |SAP        |20,050,607,121,456 |7.0/02 |20,050,607,121,456 |       |         |         |Invoices            |Invoices                                |Invoices                                                    |
|  0SRM_TD_LA_1                 |D      |0SRM_LA                     |0SRM_TD_LA_1                 |SAP         |SAP        |20,050,401,212,524 |7.0/02 |20,050,401,212,524 |       |         |         |Auction Details     |Auction Details                         |Auction Details                                             |
|  0SRM_TD_PO                   |D      |0SRM_PROC                   |0SRM_TD_PO                   |SAP         |SAP        |20,050,621,112,049 |7.0/02 |20,050,621,112,049 |       |         |         |Purchase Order Histo|Purchase Order History                  |Purchase Order History                                      |
|  0SRM_TD_PO_ACC               |D      |0SRM_PROC                   |0SRM_TD_PO_ACC               |SAP         |SAP        |20,050,512,141,640 |7.0/02 |20,050,512,141,640 |       |         |         |Purchase Order: Acco|Purchase Order: Accounting Information  |Purchase Order: Accounting Information                      |
|  0SRM_TD_SRV                  |D      |MM                          |0SRM_TD_SRV                  |SAP         |SAP        |20,061,228,063,804 |7.0/03 |20,061,228,063,804 |       |         |         |Purchasing Document |Purchasing Document (Services)          |Purchasing Document (Services)                              |
|  0SR_FI_SL_GLS                |D      |0SRM_FI                     |0SR_FI_SL_GLS                |SAP         |SAP        |20,040,323,100,646 |3.5/02 |20,040,323,100,646 |       |         |         |FI Spend Daten - SL |FI Spend Data from Special Ledger       |FI Spend Data from Special Ledger                           |
|  0SR_GLS_VENMAP               |D      |0CA-IO                      |0SR_GLS_VENMAP               |SAP         |SAP        |20,040,730,145,258 |3.5/03 |20,040,730,145,258 |       |         |         |Vendor Mapping      |Vendor Mapping                          |Vendor Mapping                                              |
|  0SR_REL_CT                   |D      |0BBP_CONTR                  |0SR_REL_CT                   |SAP         |SAP        |20,030,605,073,608 |3.3/01 |20,030,605,073,608 |       |         |         |Contr. Relationships|Contract Relationships                  |Contract Relationships                                      |
|  0SR_SUPPLIER_AUTH_1          |D      |0CA-IO                      |0SR_SUPPLIER_AUTH_1          |SAP         |SAP        |20,040,105,152,450 |3.5/02 |20,040,105,152,450 |       |         |         |Authorization Data  |Authorization Data for Vendor           |Authorization Data for Vendor                               |
|  0SR_VE_GUID                  |D      |0SRM_VE-IO                  |0SR_VE_GUID                  |SAP         |SAP        |20,040,116,091,946 |3.5/02 |20,040,116,091,946 |       |         |         |Evaluation GUID     |Evaluation GUID                         |Evaluation GUID                                             |
