21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0SLL_C03     |D      |Termination of Custo|Termination of Customs Procedure with Economic Significance |
|  E    |0SMD_ADCD    |D      |SMD Portal Activity |SMD Portal Activity Data Collector (Day)                    |
|  E    |0SMD_ADCH    |D      |SMD Portal Activity |SMD Portal Activity Data Collector (Hour)                   |
|  E    |0SMD_CA01    |D      |SMD Change Analysis |SMD Change Analysis                                         |
|  E    |0SMD_CA02    |D      |SMD Change Analysis |SMD Change Analysis II                                      |
|  E    |0SMD_EA1D    |D      |SMD Exception Analys|SMD Exception Analysis ABAP (Day)                           |
|  E    |0SMD_EA1H    |D      |SMD Exception Analys|SMD Exception Analysis ABAP (Hour)                          |
|  E    |0SMD_EA2D    |D      |SMD Exception Analys|SMD Exception Analysis J2EE (Day)                           |
|  E    |0SMD_EA2H    |D      |SMD Exception Analys|SMD Exception Analysis J2EE (Hour)                          |
|  E    |0SMD_EA3D    |D      |SMD Exception Analys|SMD Exception Analysis ABAP Update (Day)                    |
|  E    |0SMD_EA3H    |D      |SMD Exception Analys|SMD Exception Analysis ABAP Update (Hour)                   |
|  E    |0SMD_EA4D    |D      |SMD Exception Analys|SMD Exception Analysis Message-based (Day)                  |
|  E    |0SMD_EA4H    |D      |SMD Exception Analys|SMD Exception Analysis Message-based (Hour)                 |
|  E    |0SMD_EA5D    |D      |SMD Exception Analys|SMD Exception Analysis Event Log (Day)                      |
|  E    |0SMD_EA5H    |D      |SMD Exception Analys|SMD Exception Analysis Event Log (Hour)                     |
|  E    |0SMD_EA_H    |D      |SMD Error Analysis C|SMD Error Analysis Cube (Hour)                              |
|  E    |0SMD_MADC    |D      |E2E: Multi Provider |E2E: Multi Provider Portal Activity Data Collector          |
|  E    |0SMD_MASS    |D      |SMD Performance Data|SMD Performance Data for Mass Activities                    |
|  E    |0SMD_ME1H    |D      |E2E: Multi Provider |E2E: Multi Provider Exception Analysis ABAP                 |
|  E    |0SMD_ME2H    |D      |E2E: Multi Provider |E2E: Multi Provider Exception Analysis J2EE                 |
|  E    |0SMD_ME3H    |D      |E2E: Multi Provider |E2E: Multi Provider Exception Analysis Update Errors        |
|  E    |0SMD_ME4H    |D      |E2E: Multi Provider |E2E: Multi Provider Exception Analysis Message-based        |
|  E    |0SMD_ME5H    |D      |E2E: Multi Provider |E2E: Multi Provider Exception Analysis Event Log            |
|  E    |0SMD_MPCA    |D      |Change Analysis MP  |Change Analysis MP                                          |
|  E    |0SMD_MPEH    |D      |E2E: Multi Provider |E2E: Multi Provider Performance Data                        |
|  E    |0SMD_MPIH    |D      |E2E: Multi Provider |E2E: Multi Provider for XPI Performance Data                |
|  E    |0SMD_PE2D    |D      |SMD Performance Data|SMD Performance Data (Day)                                  |
|  E    |0SMD_PE2H    |D      |SMD Performance Data|SMD Performance Data (Hour)                                 |
|  E    |0SMD_PERH    |D      |SMD Performance Data|SMD Performance Data Cube (Hour)                            |
|  E    |0SMD_PI2D    |D      |SMD Performance Data|SMD Performance Data for XI Messages(Daily Aggregates)      |
|  E    |0SMD_PI2H    |D      |SMD Performance Data|SMD Performance Data for XI Messages (Hourly)               |
|  E    |0SMD_SB1S    |D      |SMD Performance Data|SMD Performance Data for SEM-BCS                            |
|  E    |0SMD_SM1A    |D      |SMD Service Metering|SMD Service Metering - Aggregated Records                   |
|  E    |0SMD_VCA1    |D      |SMD CA Compliance   |SMD CA Compliance                                           |
|  E    |0SM_ARCHH    |D      |DVM Archiving Histor|DVM Archiving History                                       |
|  E    |0SM_ARCHJ    |D      |DVM Archive Job Info|DVM Archive Job Information                                 |
|  E    |0SM_BPM      |D      |Business Process Mon|Business Process Monitoring Data                            |
|  E    |0SM_BPMRD    |D      |BPMon BI 2.0 Transac|BPMon BI 2.0 Transactional Cube Daily                       |
|  E    |0SM_BPMRH    |D      |BPMon BI 2.0 Transac|BPMon BI 2.0 Transactional Cube Hourly                      |
|  E    |0SM_DB390    |D      |DB390 Data          |DB390 Data                                                  |
|  E    |0SM_DB4      |D      |DB400 Data          |DB400 Data                                                  |
|  E    |0SM_DBADA    |D      |Adabas Data         |Adabas Data                                                 |
|  E    |0SM_DBDB2    |D      |DB2 Data            |DB2 Data                                                    |
|  E    |0SM_DBINF    |D      |Informix Data       |Informix Data                                               |
|  E    |0SM_DBMSS    |D      |SQL Server Data     |SQL Server Data                                             |
|  E    |0SM_DBORA    |D      |Oracle Data         |Oracle Data                                                 |
|  E    |0SM_DVPOT    |D      |DVM Age of Records &|DVM Age of Records & Potential                              |
|  E    |0SM_ESRAP    |D      |Action Plans        |Action Plans                                                |
|  E    |0SM_ESRAS    |D      |All Systems (from SA|All Systems (from SAP)                                      |
|  E    |0SM_ESRAV    |D      |System Availability |System Availability                                         |
|  E    |0SM_ESRBP    |D      |Core Business Proces|Core Business Processes                                     |
|  E    |0SM_ESRCC    |D      |Customer COE Certifi|Customer COE Certification                                  |
|  E    |0SM_ESRCP    |D      |CQC Planning and Del|CQC Planning and Delivery Projects                          |
|  E    |0SM_ESRCS    |D      |CQC Planning and Del|CQC Planning and Delivery Solutions                         |
|  E    |0SM_ESRCV    |D      |Software Component V|Software Component Versions                                 |
|  E    |0SM_ESRES    |D      |SAP EarlyWatch Alert|SAP EarlyWatch Alert Security                               |
|  E    |0SM_ESREW    |D      |Red EarlyWatch Alert|Red EarlyWatch Alerts                                       |
|  E    |0SM_ESRIS    |D      |Incident Statistics |Incident Statistics (Sent to SAP)                           |
|  E    |0SM_ESRM1    |D      |Enterprise Support R|Enterprise Support Report MP                                |
|  E    |0SM_ESRMS    |D      |Maintenance Status  |Maintenance Status                                          |
|  E    |0SM_ESROS    |D      |Operating System Inf|Operating System Information                                |
|  E    |0SM_ESRPD    |D      |Planned Downtime    |Planned Downtime                                            |
|  E    |0SM_ESRPM    |D      |Project Milestones  |Project Milestones                                          |
|  E    |0SM_ESRPR    |D      |Current Projects    |Current Projects                                            |
|  E    |0SM_ESRPS    |D      |Project Systems     |Project Systems                                             |
|  E    |0SM_ESRRE    |D      |Run SAP and End-to-E|Run SAP and End-to-End Standard Compliance                  |
|  E    |0SM_ESRSC    |D      |SAP End-to-End Opera|SAP End-to-End Operations Standards Compliance              |
|  E    |0SM_ESRSG    |D      |SUGEN KPI           |SUGEN KPI                                                   |
|  E    |0SM_ESRSL    |D      |SAP Service Level Ag|SAP Service Level Agreement Compliance                      |
|  E    |0SM_ESRST    |D      |System Information  |System Information                                          |
|  E    |0SM_ESRTI    |D      |Top Issues          |Top Issues                                                  |
|  E    |0SM_ESRUD    |D      |Unplanned Downtime  |Unplanned Downtime                                          |
|  E    |0SM_JSM_B    |D      |JSM Health Check for|JSM Health Check for Banking                                |
|  E    |0SM_JSM_C    |D      |JSM Health Check for|JSM Health Check for BW Chain Monitoring                    |
|  E    |0SM_JSM_D    |D      |JSM Health Check Dai|JSM Health Check Daily                                      |
|  E    |0SM_JSM_H    |D      |JSM Health Check Hou|JSM Health Check Hourly                                     |
|  E    |0SM_JSM_S    |D      |JSM Health Check for|JSM Health Check for BPMon                                  |
|  E    |0SM_JSM_W    |D      |JSM Health Check Wee|JSM Health Check Weekly                                     |
|  E    |0SM_MODLE    |D      |Module Data         |Module Data                                                 |
|  E    |0SM_MULTI    |D      |Multicube Solution M|Multicube Solution Manager                                  |
|  E    |0SM_PERF     |D      |Performance Data    |Performance Data                                            |
|  E    |0SM_SERV     |D      |Server Data         |Server Data                                                 |
|  E    |0SM_SIZES    |D      |DVM Object Sizes    |DVM Object Sizes                                            |
|  E    |0SM_SYSDA    |D      |System Details Data |System Details Data                                         |
|  E    |0SM_SYSTE    |D      |System Data         |System Data                                                 |
|  E    |0SM_TWB      |D      |Test Workbench Data |Test Workbench Data                                         |
|  E    |0SM_TWB_M    |D      |MultiProv. TWB Data |MultiProvider for Test Workbench Data                       |
|  E    |0SOP_C01     |D      |SOP Planning Data   |SOP Planning Data                                           |
